variant,episode,success,peak_force_N,mean_contact_force_N,peak_torque_Nm,insertion_time_steps,jamming,jamming_steps,position_error_m,orientation_error_deg,peg1_lateral_error_m,peg2_lateral_error_m,peg1_insertion_depth_m,peg2_insertion_depth_m
A_fixed_impedance,34,0,0.0,0.0,0.0,600,0,0,0.012233850096553199,0.3689237725548513,0.0018090609803706533,0.001874558073244764,0.05002120290415276,0.050749321020714715
A_fixed_impedance,35,0,0.0,0.0,0.0,600,0,0,0.012244008345903572,0.3673702026410397,0.0018193246468519773,0.0018828701471813607,0.050032142366761644,0.05075867803859654
A_fixed_impedance,36,0,461.86308235968534,27.277382003522078,0.0,600,1,563,0.039678585336409423,0.2551273092715155,0.011897780140644404,0.011846580994520718,0.0,3.819654764555119e-05
A_fixed_impedance,37,0,740.2383070504176,28.32991951838904,0.0,600,1,559,0.039319320976685966,0.27981597092941457,0.010590128333145822,0.010516901855172187,0.0,4.4649776418097253e-05
A_fixed_impedance,38,0,1015.8302085180883,29.004187960311974,0.0,600,1,561,0.04022845312413512,0.08271593192604683,0.012584670617844544,0.012527222709594004,2.24929894947698e-05,4.8449330100272525e-06
A_fixed_impedance,39,0,2568.18990060988,9.097827835744125,0.0,600,1,8,0.01041564397162159,0.376118554869139,0.0014183373766579793,0.00156830850261433,0.04804691085307227,0.04879907248832576
A_fixed_impedance,40,0,0.0,0.0,0.0,600,0,0,0.012249600082563327,0.37061243822069345,0.0017493985460888472,0.0018122000168544067,0.05003499607544539,0.05076710353961524
A_fixed_impedance,41,1,582.3495514607263,16.69496640888079,0.0,580,1,297,0.03183732567716401,0.5631570206832625,0.0005968189248511476,0.0007186166694848364,0.06927456313298533,0.07040950586794159
A_fixed_impedance,42,0,674.8908510146634,28.3240217748916,0.0,600,1,565,0.04209575392979368,0.11264835914251145,0.01760957151999208,0.01765912545181664,1.721863241199023e-05,0.0
A_fixed_impedance,43,0,413.17420906979595,27.985583772049104,0.0,600,1,562,0.0406373265305827,0.12392287317766704,0.013823657975594877,0.01387811489980131,1.7838157478210215e-05,0.0
A_fixed_impedance,44,0,0.0,0.0,0.0,600,0,0,0.012220942301720593,0.3702953014280305,0.0017633178307020028,0.001828518500065662,0.050005798495647895,0.050738766435093334
A_fixed_impedance,45,0,0.0,0.0,0.0,600,0,0,0.012220991220856667,0.3691362958841341,0.0017751778937221195,0.0018369330775937797,0.0500069063861743,0.050738034650722956
A_fixed_impedance,46,0,3957.0624415386865,42.137806767503264,0.0,600,1,569,0.03858309441602937,0.06614005670751011,0.0066584318260679305,0.006644384079199793,7.321523898311255e-06,3.263594452503765e-05
A_fixed_impedance,47,0,0.0,0.0,0.0,600,0,0,0.012220468430673776,0.3700664597901967,0.0017415042574366864,0.0018011713350388526,0.05000526795645168,0.05073853036069669
A_fixed_impedance,48,0,0.0,0.0,0.0,600,0,0,0.012233001821083429,0.3665471877097252,0.0018549636261564644,0.0019179382062981239,0.05002178704919807,0.05074664678060264
A_fixed_impedance,49,1,1325.1272822796159,8.634237373854305,0.0,380,1,17,0.006568187937320943,0.3908822931384909,0.00037602781702007114,0.00029364795065484625,0.0441430905078062,0.04490564483305123
A_fixed_impedance,50,0,1651.1212344061335,29.762039087473713,0.0,600,1,560,0.03894329580990449,0.5414036131181859,0.009787999535769311,0.009678937948364972,7.547559232389672e-05,6.022061636225956e-05
A_fixed_impedance,51,0,0.0,0.0,0.0,600,0,0,0.012224650455322858,0.36941257713634496,0.001787607472960225,0.0018515647497838006,0.050010739993006224,0.05074142565383862
A_fixed_impedance,52,0,0.0,0.0,0.0,600,0,0,0.01223467828763985,0.3699481112326409,0.0017403195398618815,0.0017981511883954362,0.05002014457011574,0.0507521599260233
A_fixed_impedance,53,0,1108.5963122861908,28.07407198821391,0.0,600,1,565,0.03994900857053479,0.8476470105904155,0.014970133392671054,0.014776401003322389,4.06626730893242e-05,4.278138870094511e-05
A_fixed_impedance,54,0,983.0675049687754,29.03543574857625,0.0,600,1,542,0.039057626131940755,0.0917138694881004,0.00810446159325291,0.008062419453477307,2.589452218098448e-05,1.0268714570819959e-05
A_fixed_impedance,55,0,3063.89636546409,10.06039433105576,0.0,600,1,19,0.012304297410659734,0.4072974080486323,0.0014488890926712865,0.001483982702266533,0.050044124237487074,0.05084999541682072
A_fixed_impedance,56,0,797.2126558257986,24.932469867658558,0.0,600,1,478,0.038413925628698546,0.32571097969403123,0.006386957698593681,0.00658067151784158,4.0143214045544606e-05,9.223423471332176e-05
A_fixed_impedance,57,0,2366.32907692626,32.229146821855295,0.0,600,1,519,0.04168602185727472,1.2181508768881126,0.02088743145591793,0.02100586634102104,0.0,0.0
A_fixed_impedance,58,0,413.13243243003495,0.6885540540500582,0.0,600,0,0,0.002744402903637427,0.43562320066186466,0.0014274973389582302,0.0016114558335202337,0.04000945631164989,0.04086673203841714
A_fixed_impedance,59,0,1919.268619017439,29.556764982164715,0.0,600,1,564,0.0394095539300242,0.704707211595416,0.012752925644508046,0.012926747413479298,1.5133399471553566e-06,5.8872072659303665e-05
A_fixed_impedance,60,0,0.0,0.0,0.0,600,0,0,0.01223822812891828,0.3663416593763196,0.001857367316924043,0.0019179415402467508,0.050028050468158884,0.0507509897213168
A_fixed_impedance,61,0,0.0,0.0,0.0,600,0,0,0.012191643957849434,0.3695943546942554,0.0017844687328840557,0.001847630498763643,0.04997765050598001,0.05070856958958941
A_fixed_impedance,62,0,477.326780983431,28.003190458294423,0.0,600,1,568,0.04137972227217982,0.3549338368856489,0.016894334259630134,0.017119198267318572,0.0,1.051956273680904e-05
A_fixed_impedance,63,0,0.0,0.0,0.0,600,0,0,0.012166019239466546,0.3709423934612306,0.0017604572267364193,0.0018240184440491943,0.049950590245333985,0.0506842724656864
A_fixed_impedance,64,0,0.0,0.0,0.0,600,0,0,0.012226174253383066,0.3680616594480646,0.001785129184864773,0.0018428672724918739,0.05001344388025152,0.05074206529304167
A_fixed_impedance,65,0,812.319050857966,28.4975750228017,0.0,600,1,566,0.04032080885012764,0.2573352941334651,0.0139820438388322,0.014038492395969562,0.0,3.0560571640379786e-05
A_fixed_impedance,66,0,703.3261569709206,28.37411088396242,0.0,600,1,567,0.040719493639435944,0.11748638261390552,0.014053858293595064,0.014101963899495092,1.808366666707778e-05,0.0
A_fixed_impedance,67,0,0.0,0.0,0.0,600,0,0,0.012226629158700326,0.36933913229259296,0.0017679952242452342,0.001828756813903953,0.05001248901917545,0.0507437748510521
A_fixed_impedance,68,0,0.0,0.0,0.0,600,0,0,0.012229880313118401,0.36767394587000496,0.001831329183107441,0.0018956865501798,0.05001736834101691,0.05074494998060929
A_fixed_impedance,69,0,0.0,0.0,0.0,600,0,0,0.012229529553390453,0.36904925330277505,0.0017727364772448823,0.0018330017059291282,0.050015291682100275,0.050746771462273736
A_fixed_impedance,70,0,0.0,0.0,0.0,600,0,0,0.012245788203946074,0.37022203972249,0.0017680175947498717,0.0018336484509843928,0.05003092992325583,0.05076334630195594
A_fixed_impedance,71,0,2614.487361163871,33.15397641756092,0.0,600,1,535,0.007849542547889887,0.20506933984069559,0.0019548289823589594,0.001980598516697579,0.04579355639611556,0.046109653129218935
A_fixed_impedance,72,0,1053.5759580945992,30.63098025486264,0.0,600,1,567,0.043383486947939684,0.06078238483151943,0.020420334865186823,0.02043602515937955,2.0202309909060634e-05,0.0
A_fixed_impedance,73,0,0.0,0.0,0.0,600,0,0,0.012218670386311598,0.36662457673334364,0.001848238568887254,0.001908073391883842,0.050008126160078596,0.0507319387253583
A_fixed_impedance,74,0,0.0,0.0,0.0,600,0,0,0.012235595386544314,0.36745985117800745,0.0018171461506738128,0.0018771385908110873,0.050024311953118565,0.050749921157669485
A_fixed_impedance,75,0,1268.820745107591,30.123975000992058,0.0,600,1,566,0.04295053997216456,0.1095776385969607,0.019469570708064193,0.019477005602263744,2.517490542124773e-05,0.0
A_fixed_impedance,76,0,0.0,0.0,0.0,600,0,0,0.012219186917937597,0.37141349122909695,0.001744022016989841,0.0018084474497857329,0.05000267070569538,0.050738264608605886
A_fixed_impedance,77,1,2445.877470370117,9.783145051740142,0.0,449,1,2,0.011060204861471213,0.5081890044781282,0.00047218464747351133,0.0007149706283977,0.048504355716306284,0.04952127085756174
A_fixed_impedance,78,0,0.0,0.0,0.0,600,0,0,0.01221474574318992,0.3709668332523318,0.0017441877377350826,0.0018050416709830556,0.04999949413357368,0.05073290541813535
A_fixed_impedance,79,1,2562.3573746418906,20.590553489552914,0.0,344,1,51,0.02150711868490772,0.4056923784202476,0.0007625784873620443,0.0007759890007599739,0.05912542006446688,0.05997193935778194
A_fixed_impedance,80,0,0.0,0.0,0.0,600,0,0,0.012235831717520757,0.3689588621051523,0.0017982280899598614,0.0018611265290815787,0.05002284253383365,0.05075179138673252
A_fixed_impedance,81,0,0.0,0.0,0.0,600,0,0,0.012217941974483318,0.3692564484531632,0.0017768053113269404,0.001839280420676981,0.050004656427034104,0.05073426488863957
A_fixed_impedance,82,0,0.0,0.0,0.0,600,0,0,0.012203818866139957,0.37060656969299677,0.0017811815658670222,0.0018470184384927946,0.04998861031137405,0.05072170281649196
A_fixed_impedance,83,0,969.1309557448049,29.621424741940924,0.0,600,1,562,0.03996555614717608,0.10903481824063181,0.011638338678544913,0.011589353845328675,2.3999546719270792e-05,2.138245975384645e-06
A_fixed_impedance,84,1,1444.3069052376025,5.799217466016575,0.0,452,1,4,0.012279901991819634,0.5263649874775063,0.0003358741257930706,0.00034736142089420276,0.049780433167763254,0.05071630903877291
A_fixed_impedance,85,1,1488.2801266273625,16.258131240621697,0.0,485,1,11,0.010920295042728128,0.28130328617349665,0.0009447208687097538,0.0009560631336937901,0.04883421995420233,0.049254490684610484
A_fixed_impedance,86,0,0.0,0.0,0.0,600,0,0,0.012209256105077034,0.36704074920404156,0.0018254986484731864,0.0018836947502379315,0.049997939014422114,0.050723560292234064
A_fixed_impedance,87,0,0.0,0.0,0.0,600,0,0,0.012236163493527874,0.3685192244799025,0.001777958156994286,0.001835648508527229,0.05002346712684771,0.05075204048558398
A_fixed_impedance,88,0,2232.138458637646,32.006709674867196,0.0,600,1,567,0.04049349235103991,0.08254436326672905,0.014191280129202106,0.014185509204757479,0.0,2.8548684426664417e-05
A_fixed_impedance,89,0,1232.1494591479761,29.443175778482026,0.0,600,1,572,0.040549294721070286,0.08643893195430853,0.013512656951305855,0.013481267686019973,1.8588983949567595e-05,5.514002652737271e-07
A_fixed_impedance,90,1,1214.4455521193147,8.00362773674285,0.0,279,1,2,0.019559907688476937,0.32796025413033786,0.000871251085046109,0.0008477736223117277,0.057392453848871504,0.05795712434776786
A_fixed_impedance,91,0,730.8331154735583,28.199889496581793,0.0,600,1,569,0.040094511505036914,0.8779350102662975,0.015560442521442088,0.015482777262803712,2.2367777176367232e-05,4.9181321884271545e-05
A_fixed_impedance,92,0,0.0,0.0,0.0,600,0,0,0.012224293535442899,0.36763156746601244,0.0018078349463486096,0.0018697653407142173,0.05001219489224137,0.05073936295618341
A_fixed_impedance,93,0,412.16883678777475,27.61044031344281,0.0,600,1,571,0.04038627722135245,0.10506992956274971,0.013040233363565887,0.013067385306777833,1.8821354474028718e-05,3.4205073791634955e-06
A_fixed_impedance,94,0,1133.0842942956222,27.650988595460046,0.0,600,1,571,0.039607053368365064,0.8239926483767253,0.013805060681116272,0.013605860475040739,5.0305762485096384e-05,6.488333764622517e-05
A_fixed_impedance,95,0,0.0,0.0,0.0,600,0,0,0.012214056169790544,0.36703711622076785,0.0018308954400847554,0.0018910736240696786,0.0500021455430413,0.05072880133403306
A_fixed_impedance,96,0,0.0,0.0,0.0,600,0,0,0.01218618580485146,0.369464596506904,0.0017808507450948164,0.0018429022377383004,0.04997236443070873,0.05070301642891436
A_fixed_impedance,97,0,639.4761849315373,27.016804929847012,0.0,600,1,569,0.03978736461294446,0.9049254893942199,0.014874081748780792,0.015040021384572116,3.1108505568276656e-05,4.9841142044697306e-05
A_fixed_impedance,98,0,0.0,0.0,0.0,600,0,0,0.01222465072577954,0.3658804067647921,0.0018409629120277927,0.00189858341035274,0.050014765971582435,0.050737392886529946
A_fixed_impedance,99,0,0.0,0.0,0.0,600,0,0,0.012164257605578974,0.36921756220340946,0.0017961348543554256,0.0018588254005069684,0.049950680642379446,0.050680785461729404
A_fixed_impedance,100,0,0.0,0.0,0.0,600,0,0,0.012217910433548038,0.3679700685714578,0.0017903636689861186,0.0018495961837759892,0.05000545192906088,0.05073350403905113
A_fixed_impedance,101,1,729.9728830465338,6.446639156461027,0.0,463,1,6,0.00637064664978267,0.5279301396088585,0.0007155816475907898,0.0008568312901589897,0.043355733363382325,0.04442867486362819
A_fixed_impedance,102,0,1902.6732537542932,26.45930971326408,0.0,600,1,480,0.03839787206561803,0.5271455220390221,0.007401948557260995,0.007729260004011942,0.00011629179151605856,0.00013900611919830802
A_fixed_impedance,103,1,4043.683433145478,14.268387931878388,0.0,501,1,2,0.007270452021879691,0.5271688382858767,0.0008040933784817696,0.0008379139906373269,0.044714573749650786,0.04578760966215175
A_fixed_impedance,104,0,0.0,0.0,0.0,600,0,0,0.012227453505024376,0.3688338922328832,0.0017770997548277397,0.0018340563485175813,0.05001441796830402,0.05074365370474137
A_fixed_impedance,105,0,945.6056496264006,28.6795044996548,0.0,600,1,569,0.04026829577488149,0.07942103052932004,0.012716986259828686,0.01266212261928173,2.2642897288947805e-05,3.5892398010037296e-06
A_fixed_impedance,106,0,0.0,0.0,0.0,600,0,0,0.012235225355771491,0.36946051961395604,0.0018048432987466938,0.0018709161260614493,0.0500214201926796,0.050751692933956864
A_fixed_impedance,107,0,637.9931208483531,23.805572163527494,0.0,600,1,476,0.038573090949398,0.18536963313895763,0.005866683556317523,0.005947776894279702,4.453933492786638e-05,2.1605727879063508e-05
A_fixed_impedance,108,0,1247.3189312614434,29.131830058695733,0.0,600,1,526,0.04288614526708907,1.4258860631257355,0.02235260137436964,0.022218012188705717,0.0,0.0
A_fixed_impedance,109,0,982.2732512711449,28.59216155878046,0.0,600,1,570,0.04020313052222007,0.6942780991405288,0.01518208513084657,0.01500142050693854,0.0,3.225323770968819e-05
A_fixed_impedance,110,0,1389.57160718896,29.147664354156163,0.0,600,1,554,0.038110898910755,0.7162178107717863,0.006431009895305923,0.00621969274295044,0.0002158574915802,0.000232771734128355
A_fixed_impedance,111,0,0.0,0.0,0.0,600,0,0,0.012160212974836,0.3701921764160466,0.0017865651385624431,0.0018509275096073887,0.04994624181029305,0.05067711126054302
A_fixed_impedance,112,0,0.0,0.0,0.0,600,0,0,0.01222386711656031,0.3681098049139702,0.001803859120812921,0.0018650767272373086,0.05001183991899579,0.05073896489138834
A_fixed_impedance,113,0,1079.4421024022765,28.970785933911916,0.0,600,1,565,0.04065002524737898,0.2840813293668667,0.014984528883927428,0.015076250753434849,0.0,2.661747653533858e-05
A_fixed_impedance,114,1,2864.6899153264826,8.657155619188039,0.0,466,1,1,0.018295826148498694,0.5040274540936477,0.000779756776326731,0.0008328015663848759,0.055897261863143054,0.05688263133876264
A_fixed_impedance,115,0,0.0,0.0,0.0,600,0,0,0.01221961463192407,0.3682139141586533,0.0017758113172651059,0.0018314898242236478,0.050006833924715076,0.050735552947751165
A_fixed_impedance,116,0,0.0,0.0,0.0,600,0,0,0.012236948714313798,0.36989975978068235,0.0017532725702392876,0.0018137263788228055,0.05002244395675134,0.05075442707052038
A_fixed_impedance,117,0,340.7564594984919,27.386948001888825,0.0,600,1,566,0.040012016329689315,0.5010845475618171,0.01391571702866195,0.013766130885719305,0.0,4.9082583693453585e-05
A_fixed_impedance,118,0,0.0,0.0,0.0,600,0,0,0.012163118501032051,0.36765684842299834,0.001801421553340769,0.0018609225916989683,0.04995104219709872,0.05067829941345028
A_fixed_impedance,119,0,0.0,0.0,0.0,600,0,0,0.012235300445008587,0.3700712442130737,0.001747235028553141,0.0018077974505905368,0.05002031329138195,0.05075317848021884
A_fixed_impedance,120,0,2628.918979333524,32.88021157403702,0.0,600,1,555,0.03937013760236719,0.15118184825545417,0.010458644421582125,0.010428266921755705,0.0,2.8664856715258924e-05
A_fixed_impedance,121,0,1070.126651869275,29.51770497181385,0.0,600,1,569,0.04192875321223764,0.17628655286623135,0.01811340256225772,0.018134824059252246,0.0,2.952719303169621e-05
A_fixed_impedance,122,0,3108.334198164646,32.974633358859975,0.0,600,1,557,0.038472501489004766,0.19336491968697347,0.00606536298377451,0.005998087315574828,8.3396590576032e-06,5.732010422670325e-05
A_fixed_impedance,123,0,556.8140726774748,27.93103479245684,0.0,600,1,564,0.0396063308223074,0.29130255817299333,0.011748355178845893,0.011643606269734296,0.0,3.606586614073731e-05
A_fixed_impedance,124,0,0.0,0.0,0.0,600,0,0,0.012237428198419697,0.37114629951082845,0.001743098550922824,0.0018054171958259433,0.050021421863254,0.05075618519449961
B_unconditioned_agent2,0,0,0.0,0.0,0.0,600,0,0,0.0026398982745956504,0.38699169682856893,0.0018699721387718303,0.0019335233762183678,0.040410984385372516,0.04117049874884703
B_unconditioned_agent2,1,0,0.0,0.0,0.0,600,0,0,0.0026394731595288314,0.3901161617159971,0.0017978563275978306,0.0018650090120829515,0.040405908115137994,0.041173951546408204
B_unconditioned_agent2,2,0,438.57831725684747,26.750962463474483,0.0,600,1,566,0.03988006445797918,0.7005841377296763,0.014384131363262205,0.014560245715871865,0.0,3.772561433453697e-05
B_unconditioned_agent2,3,0,0.0,0.0,0.0,600,0,0,0.0026391486029660465,0.38894999945138103,0.0018087760313043044,0.0018745815781953683,0.04040637791541717,0.041173220733670544
B_unconditioned_agent2,4,0,2985.7471470120754,33.86372542097832,0.0,600,1,547,0.038702545363285434,0.39415668286892835,0.007810578233398061,0.007618129979102356,7.5061884614612e-05,5.5746857900905444e-05
B_unconditioned_agent2,5,0,1364.6866599070681,29.579849209213577,0.0,600,1,573,0.04281572984697105,0.35838689747213315,0.020591600791249314,0.02073930796935937,0.0,0.0
B_unconditioned_agent2,6,0,4053.3459318751547,40.319890924078884,0.0,600,1,568,0.039658968691198275,0.10366798816012185,0.01145743483566748,0.011495310300063255,3.926363004828903e-06,1.9809279089753884e-05
B_unconditioned_agent2,7,0,0.0,0.0,0.0,600,0,0,0.002638570862653303,0.38769666962685967,0.0018533354174018796,0.0019131832834164708,0.040408802323269676,0.04117043057377592
B_unconditioned_agent2,8,0,0.0,0.0,0.0,600,0,0,0.002638479137512878,0.39090343237924724,0.001784687065407502,0.0018463290089219858,0.04040464088974393,0.04117340010948175
B_unconditioned_agent2,9,0,2597.182834227158,44.599046551713606,0.0,600,1,582,0.043013251517919765,0.06446702872865191,0.019815588425199947,0.019845331120417562,2.1024424431990985e-05,2.2993072152852068e-06
B_unconditioned_agent2,10,0,1328.6509954321882,28.579910475122766,0.0,600,1,566,0.04035079666323452,0.44169334193613097,0.0141267662869599,0.014459987497790469,0.0,0.0
B_unconditioned_agent2,11,0,0.0,0.0,0.0,600,0,0,0.002671716504103709,0.39056755265259807,0.0018223487865652922,0.0018828492986561346,0.04044028018543957,0.0412048556396248
B_unconditioned_agent2,12,0,1400.8767500795698,28.906398269952078,0.0,600,1,569,0.04086934322676198,0.32101730316898264,0.01578167572342665,0.015642436824973033,0.0,9.535463671099531e-06
B_unconditioned_agent2,13,0,1186.3388703316323,29.202033714797054,0.0,600,1,573,0.04354443890754593,0.10693514200752997,0.020742297836165133,0.02078564401503211,1.644459586071928e-05,1.0797203881737771e-06
B_unconditioned_agent2,14,0,0.0,0.0,0.0,600,0,0,0.0026744110206251333,0.3908663832376071,0.0017778246406173841,0.0018418234757937482,0.04044111815369111,0.04120867226796767
B_unconditioned_agent2,15,0,0.0,0.0,0.0,600,0,0,0.0026735330460318607,0.3891653140848762,0.0018301262631193868,0.0018906732271617998,0.040442582250165,0.04120669136346485
B_unconditioned_agent2,16,0,0.0,0.0,0.0,600,0,0,0.002651520341999616,0.38971081800327834,0.0018066129215124059,0.0018694804074262314,0.04041922582313658,0.04118588595098443
B_unconditioned_agent2,17,0,0.0,0.0,0.0,600,0,0,0.002702139731400954,0.39001911415121404,0.00180589177431193,0.0018687947298766236,0.04047027434471403,0.04123604232549268
B_unconditioned_agent2,18,0,2310.154315119233,35.45921465376358,0.0,600,1,572,0.03867650936924568,0.11407958539668746,0.0071617399192707475,0.007226002941192476,5.795870687323734e-06,2.999245989684235e-05
B_unconditioned_agent2,19,0,4000.046157723205,38.637275071750324,0.0,600,1,543,0.0382431266875687,0.503460925065019,0.006045523771757179,0.005861205475315447,9.458880183931678e-05,0.00017202698614714879
B_unconditioned_agent2,20,0,0.0,0.0,0.0,600,0,0,0.002691432297025798,0.38845137862687623,0.0018342968688194374,0.001897971364187703,0.040460763978528706,0.041224447791268014
B_unconditioned_agent2,21,0,2996.7694933848616,32.679711866531505,0.0,600,1,554,0.03936429145108302,0.7287407131871833,0.012563038114880258,0.012376272945329954,7.207113435003104e-05,7.434386901402495e-05
B_unconditioned_agent2,22,0,0.0,0.0,0.0,600,0,0,0.002697820372944422,0.38860268569247736,0.0018384073340696181,0.0018996284246369354,0.04046713751018199,0.04123092139016262
B_unconditioned_agent2,23,0,0.0,0.0,0.0,600,0,0,0.0026072099904599464,0.388181246516205,0.0018229825702781692,0.0018854953069846294,0.04037672639959138,0.04114013213235176
B_unconditioned_agent2,24,0,0.0,0.0,0.0,600,0,0,0.00263931922885115,0.39090671263411286,0.0017816439676814893,0.0018439294081766292,0.04040514654571716,0.041174516305080504
