mode,episode,success,insertion_time_s,peak_contact_force_N,rms_contact_force_N,peak_torque_Nm,jam,target_translation_displacement_m,target_rotation_displacement_deg,target_peak_linear_velocity_mps,target_peak_angular_velocity_dps,relative_final_position_error_m,relative_final_orientation_error_deg,final_insertion_depth_m,final_stage,contact_steps,target_final_linear_velocity_mps,target_final_angular_velocity_dps
fixed,20260867,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260868,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260869,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260870,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260871,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260872,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260873,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260874,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260875,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260876,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260877,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260878,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260879,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260880,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260881,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260882,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260883,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260884,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260885,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260886,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260887,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260888,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260889,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260890,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260891,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260892,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260893,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260894,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260895,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260896,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260897,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260898,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
