mode,episode,success,insertion_time_s,peak_contact_force_N,rms_contact_force_N,peak_torque_Nm,jam,target_translation_displacement_m,target_rotation_displacement_deg,target_peak_linear_velocity_mps,target_peak_angular_velocity_dps,relative_final_position_error_m,relative_final_orientation_error_deg,final_insertion_depth_m,final_stage,contact_steps,target_final_linear_velocity_mps,target_final_angular_velocity_dps
fixed,20260899,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260900,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260901,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260902,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260903,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260904,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260905,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260906,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260907,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260908,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260909,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260910,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260911,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260912,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260913,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260914,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260915,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260916,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260917,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260918,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260919,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260920,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260921,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260922,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
fixed,20260923,1,1.2,6.0240650049968805,0.5605197111572177,0.12192255387643323,0,0.0,0.0,0.0,0.0,0.00022686764549986326,0.10953587744935588,0.03002068900003514,SUCCESS,3,0.0,0.0
floating_zero_velocity,20360824,0,9.6,14.13901695079606,1.5708296352545081,0.42461597282755603,1,0.3962430165232177,0.5372688891965178,0.06528989024633232,1.9442133259591325,0.005477423002506625,1.4840611552372338,0.0022648192902175283,INSERTION,71,0.010081546623598288,0.84289534612547
floating_zero_velocity,20360825,1,2.344,8.994069521063839,1.1475566296075814,0.1965010740241127,0,0.00919612210914105,0.11057325727733264,0.0337250136666835,1.9951014106504223,0.007799990308106195,3.005887347071306,0.030156514800456,SUCCESS,9,0.03332288189762912,0.20489293288484145
floating_zero_velocity,20360826,0,9.6,10.125741926532516,0.32476915831143544,0.2988975961011708,0,0.025182987736639576,0.03637595598769108,0.009721717581127488,1.316157140143383,0.0028704236107957603,0.7839662530996306,0.029850817992923145,INSERTION,2,0.00030625376771412235,4.0802928245336635e-131
floating_zero_velocity,20360827,0,9.6,23.373276988978933,1.5636565992323825,0.5581272612813614,0,0.10652563807604855,0.14645581581530961,0.03016924843321443,2.7578821553221466,0.008036222894197195,2.8351313040122887,0.029818286786766898,INSERTION,20,0.007772189065881131,0.5724531764613392
floating_zero_velocity,20360828,0,9.6,6.98922131916061,0.28148576864365016,0.19856115183146916,0,0.0280122568127562,0.04580018795855119,0.007951625164262779,1.10724184424204,0.0014035503112786525,0.9048522940366901,0.02985399983943755,INSERTION,2,0.0005817914904513088,5.214025948690184e-99
floating_zero_velocity,20360829,0,9.6,17.678729860156782,0.8128630876157389,0.37592665370607037,0,0.09255456756672975,0.11867380211352506,0.029261041274926538,2.570359562177064,0.002170518736569249,1.4870127610080686,0.029839930431065902,INSERTION,8,0.0026095121256273605,2.7223853825328035e-91
floating_zero_velocity,20360830,1,3.464,16.029502593670557,1.2300041267482393,0.2942286769464838,0,0.012498951946505812,0.04517207963898468,0.015230469049323556,2.3832115419857702,0.00565126896725545,1.363666507306651,0.03003947805743015,SUCCESS,8,0.013600295562623401,0.5243062923421817
floating_zero_velocity,20360831,0,9.6,5.7608853840052605,0.21000175851401792,0.1387210898338012,0,0.011980029235463657,0.019270772298264547,0.00444166549608962,0.44347901207060525,0.0021389590677199193,1.0983870257205053,0.029870114609705466,INSERTION,2,0.0001591795519757303,4.596793690101243e-126
floating_zero_velocity,20360832,1,2.024,7.393063272528646,0.5706595546754627,0.16577594436563553,0,0.006906694995196603,0.04452191072623703,0.009678975709830223,1.2176094055090105,0.004444560217843717,1.4098061031482148,0.030015484927230284,SUCCESS,3,0.009534928141899974,0.21535348536111504
floating_zero_velocity,20360833,1,1.12,17.121600255877638,1.5801669846471116,0.29798501499636876,0,0.007926719600360479,0.034673168924327154,0.012179074120768248,1.0781142955574172,0.0017704038499727296,1.2242671359126418,0.03002023498700891,SUCCESS,2,0.009242595008633215,1.7057212821953746e-11
floating_zero_velocity,20360834,0,9.6,23.606566376821114,1.5502328927696905,0.6418495527767273,1,0.29185777759321285,0.457043791560895,0.06407922492116107,1.9588790509950686,0.011791578835585906,4.028020997333262,0.0,INSERTION,66,0.018905256306150812,1.5305714109356015e-06
floating_zero_velocity,20360835,0,9.6,12.989172186660168,0.5293467801916079,0.31777319437133356,0,0.05578768381634128,0.04699651692994194,0.02086127918648499,2.781605325553968,0.004939352031112546,1.7894027135204686,0.02989613762735951,INSERTION,4,0.0008058277936546739,2.194709795068375e-122
floating_zero_velocity,20360836,0,9.6,17.6741809653807,1.6620379680601338,0.3897343586377631,1,0.2902853302523125,0.527975036495139,0.0647654617904125,2.348813204668692,0.00974940075492057,3.6307449766568807,0.018995075000654223,INSERTION,61,0.049853670174467256,0.0008259086211356993
floating_zero_velocity,20360837,1,1.176,9.396639680933777,1.0893474577178932,0.19046335581867707,0,0.005789686478131552,0.03518020508560653,0.008545536589242099,0.8542031907039607,0.0018126167557661799,0.8832066616784222,0.030001887394451515,SUCCESS,3,0.007648050008480671,1.7789549814439042e-05
floating_zero_velocity,20360838,1,7.288,20.97145892942733,2.0691307651831514,0.5114568060251427,1,0.06636172710905885,0.24885432697846263,0.06023195585147044,2.7193056072635167,0.007861408099905546,2.9507752788386767,0.03018347503713063,SUCCESS,38,0.058452489791154895,0.016802877483025634
floating_zero_velocity,20360839,0,9.6,7.9264857514056715,0.34189014062991385,0.18362907653097438,0,0.024627945214025906,0.03537106406417966,0.008643566253055476,0.9564498360723552,0.0011924326754361079,0.9204264143379847,0.029840724607066476,INSERTION,6,0.0003259681078627307,7.172089434707345e-125
floating_zero_velocity,20360840,1,1.752,9.859394591821879,0.7863230010138336,0.23975024381905577,0,0.0057949751201285225,0.0414503310466456,0.013529381753804377,1.5575506390395528,0.007637693522632808,2.6106440032970886,0.030002875503115183,SUCCESS,3,0.01328812120017955,0.1928400580287144
floating_zero_velocity,20360841,1,6.0,12.7836628522179,1.0936241464752594,0.30990334308848183,0,0.035456471466486575,0.14453143394127396,0.044449122319749346,2.392429459989211,0.007198572826991572,2.5939074582637174,0.030210741394590134,SUCCESS,11,0.04326549072778805,0.0680876017373036
floating_zero_velocity,20360842,1,1.12,11.605341878458718,1.3658421844652748,0.32117083374967087,0,0.005342772865421522,0.026191255756789725,0.008339142120198161,1.1765200971613887,0.007096150098659102,1.9606570655229931,0.03001638239946609,SUCCESS,4,0.0073440265588841465,0.39512749083710885
floating_zero_velocity,20360843,0,9.6,19.760559767856545,1.7987667528211604,0.5144706313989094,1,0.08023170566189629,0.0889228099360036,0.04267317308587782,2.633599193286517,0.003969979680998456,1.8832818535179514,0.029394139704449162,INSERTION,32,0.011613431147603475,6.702935060343495e-09
floating_zero_velocity,20360844,0,9.6,19.169848203857164,1.196174466381404,0.4563918635377646,0,0.03359955400673144,0.04694571218030277,0.023442763308500383,2.5576003064573243,0.0033313222177278104,0.8044310329368053,0.029748026041000335,INSERTION,12,0.0025041394911438967,1.1003514342710531e-10
floating_zero_velocity,20360845,1,4.016,15.00064022526583,1.2747877863603914,0.36558715529795566,0,0.02837049556715693,0.10316809562146707,0.0377668820732508,2.349627654274948,0.007723696688731879,2.8028467431401216,0.03033726509001394,SUCCESS,13,0.036982338248017534,0.07068458707069522
floating_zero_velocity,20360846,1,6.08,18.885344796294312,1.9356397226446795,0.48516615379469336,1,0.08640919761324649,0.1283294766527239,0.05006567050972851,2.7099044810816775,0.005505648958028729,1.3978119166949066,0.030016989755695733,SUCCESS,29,0.016982779812411086,0.6894088777565818
floating_zero_velocity,20360847,0,9.6,19.296491144993627,0.677765738863628,0.45706989927051084,0,0.039307538202691214,0.035064945697960447,0.01354698115643475,1.5574647415779244,0.0005143933155416768,0.4204511001340139,0.029824784788630734,INSERTION,5,0.0016063478802219701,6.533359117336152e-81
floating_zero_velocity,20360848,1,3.848,14.519623734324098,1.257786050315022,0.3443639443171788,0,0.045486325102708815,0.056942839149547744,0.026876485168701923,2.7435439799328494,0.007990126569079086,2.4934700418585414,0.030113893408396316,SUCCESS,10,0.013476627134573349,0.5420209854907817
