episode,reward_agent1,reward_agent2,reward_total,success,peak_force_N,peak_torque_Nm,jamming,steps,action1_min,action1_max,action2_min,action2_max,kp_min,kp_max,kd_min,kd_max,curriculum,mean_depth_m,min_depth_m,mean_lateral_error_m,max_lateral_error_m,orientation_error_deg,mean_force_all_steps_N,failure_reason
0,3474.525280924363,499.18813561901914,3973.713416543382,True,0.0,0.0,False,215,-1.0,1.0,0.4832838177680969,0.9152480363845825,1.0,233.9229452610016,1.0,45.29350459575653,easy,0.058954673114727685,0.05888049851464766,0.0007618395921905965,0.0009161149801881922,0.16857050599328946,0.0,success
1,-196.91615425681593,-2.3238547520816755,-199.2400090088976,False,0.0,0.0,False,1600,-1.0,0.22552454471588135,0.4789005517959595,0.9239435195922852,1.0,216.830952167511,1.0,45.44159919023514,easy,0.0,0.0,0.005901589108039547,0.0059106133258418556,0.6445260750881987,0.0,contact_alignment
2,-254.76985684829032,-2.3364408451458534,-257.10629769343615,False,0.0,0.0,False,1600,-1.0,0.3936989903450012,0.47899535298347473,0.922465980052948,1.0,215.47435760498047,1.0,45.42243778705597,easy,0.0,0.0,0.007542843502714166,0.00754863940984678,0.7885703093573228,0.0,contact_alignment
3,3161.3654510056813,499.1937511977081,3660.5592022033893,True,0.0,0.0,False,205,-1.0,1.0,0.48266103863716125,0.9148947596549988,1.0,234.81866836547852,1.0,45.32129645347595,easy,0.06565748215047708,0.06563390120831682,0.0007351270264984662,0.0007772169403684593,0.4902408611771453,0.0,success
4,-238.6372284206658,-2.359781557842282,-240.99700997850806,False,0.0,0.0,False,1600,-1.0,0.5243513584136963,0.47891297936439514,0.9203270077705383,1.0,216.25185251235962,1.0,45.54390251636505,easy,0.0,0.0,0.007131939707696809,0.007201491072272518,0.7582801243968911,0.0,contact_alignment
5,3283.877648487419,499.1945451565313,3783.07219364395,True,0.0,0.0,False,209,-1.0,1.0,0.4831991195678711,0.9201720952987671,1.0,233.9463770389557,1.0,45.39600193500519,easy,0.06248985552736138,0.06245092432574735,0.0008150773856224659,0.000891327419389067,0.3216761044552519,0.0,success
6,3479.407526828065,499.1828445363584,3978.5903713644234,True,0.0,0.0,False,216,-1.0,0.9931206703186035,0.4856046438217163,0.9184562563896179,1.0,234.77527618408203,1.0,45.27077794075012,easy,0.05722225798677533,0.057169757026648255,0.0007857944074286538,0.0008487779735914822,0.15502365959157063,0.0,success
7,1586.6892639585528,499.2423761706366,2085.9316401291894,True,0.0,0.0,False,163,-1.0,0.09844716638326645,0.48192059993743896,0.9163053035736084,1.0,234.1534662246704,1.0,45.38761347532272,easy,0.07239011753724665,0.07225903000760002,0.0007303188551125413,0.0008000311891326273,1.2668868775920485,0.0,success
8,3224.8079378243715,499.187942526914,3723.9958803512855,True,0.0,0.0,False,207,-1.0,1.0,0.4857412874698639,0.9161019325256348,1.0,234.59195971488953,1.0,45.34401893615723,easy,0.06732521277328009,0.06724037090466518,0.0006199412070033996,0.0007976347995892075,0.5081099353041106,0.0,success
9,3322.1367565453324,499.1907830481906,3821.327539593523,True,0.0,0.0,False,211,-1.0,0.996077299118042,0.48550042510032654,0.9159712791442871,1.0,234.76861238479614,1.0,45.312749445438385,easy,0.05995246051540751,0.059922999013393985,0.0007576238008683483,0.0008998861255823168,0.2502845573731831,0.0,success
