variant,episode,success,peak_force_N,mean_contact_force_N,peak_torque_Nm,insertion_time_steps,jamming,jamming_steps,position_error_m,orientation_error_deg,peg1_lateral_error_m,peg2_lateral_error_m,peg1_insertion_depth_m,peg2_insertion_depth_m
A_fixed_impedance,0,1,0.0,0.0,0.0,181,0,0,0.043553462067253614,0.04432080166920218,0.00038643196839552264,0.0003850549200762813,0.08160892470573575,0.08152499219354034
B_unconditioned_agent2,0,1,0.0,0.0,0.0,225,0,0,0.05324797893269997,0.11133907498849037,0.0006127278687948968,0.0007021528889729484,0.09121166615697093,0.09130909336578757
C_prior_condition,0,1,0.0,0.0,0.0,225,0,0,0.05324806869866454,0.11133792634867502,0.0006127233408363068,0.0007021443948988711,0.09121175567493456,0.09130918339139191
D_full_A2PO,0,1,0.0,0.0,0.0,225,0,0,0.053247996447168766,0.11133937896235539,0.000612726639348299,0.0007021517096015697,0.09121168367051827,0.09130911092254507
