episode,reward_agent1,reward_agent2,reward_total,success,peak_force_N,peak_torque_Nm,jamming,steps,action1_min,action1_max,action2_min,action2_max,kp_min,kp_max,kd_min,kd_max
20260901,5742.758050918006,-3244.8506333616815,2497.907417556326,True,432.48492585468824,0.0,True,483,-1.0,1.0,0.5,0.8999999761581421,0.0,276.9999957084656,0.0,39.50000071525574
20260902,-709.8625854576928,-16195.394405808287,-16905.256991265982,False,451.32620616749426,0.0,True,1600,-1.0,1.0,0.5,0.8999999761581421,1.0,276.9999957084656,1.0,39.50000071525574
20260903,-506.1221402415316,-14313.456005999318,-14819.578146240849,False,70.28678809256176,0.0,True,1600,-1.0,1.0,0.5,0.8999999761581421,1.0,276.9999957084656,1.0,39.50000071525574
20260904,-653.7561650738884,-14233.53522180649,-14887.29138688038,False,126.55266095364243,0.0,True,1600,-1.0,1.0,0.5,0.8999999761581421,1.0,276.9999957084656,1.0,39.50000071525574
20260905,20124.363398692076,-7414.1017291647895,12710.261669527292,True,308.60590441153323,0.0,True,1451,-1.0,1.0,0.5,0.8999999761581421,0.0,276.9999957084656,0.0,39.50000071525574
