episode,reward_agent1,reward_agent2,reward_total,success,peak_force_N,peak_torque_Nm,jamming,steps,action1_min,action1_max,action2_min,action2_max,kp_min,kp_max,kd_min,kd_max
0,910.495480912972,250.11539184568252,1160.6108727586545,True,0.0,0.0,False,50,-1.0,0.13919492065906525,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
1,911.339767030043,250.11539184568252,1161.4551588757256,True,0.0,0.0,False,50,-1.0,0.1327546089887619,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
2,909.057732296891,250.11539184568252,1159.1731241425734,True,0.0,0.0,False,50,-1.0,0.18152299523353577,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
3,910.7954193136641,250.11539184568252,1160.9108111593466,True,0.0,0.0,False,50,-1.0,0.06867651641368866,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
4,911.0941244611563,250.11539184568252,1161.2095163068389,True,0.0,0.0,False,50,-1.0,0.10430683195590973,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
5,911.3905595712538,250.11539184568252,1161.5059514169363,True,0.0,0.0,False,50,-1.0,0.02728002890944481,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
6,911.8624271189549,250.11539184568252,1161.9778189646374,True,0.0,0.0,False,50,-1.0,0.17988090217113495,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
7,908.5866960737455,250.11539184568252,1158.702087919428,True,0.0,0.0,False,50,-1.0,0.1802906095981598,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
8,912.5246449030558,250.11539184568252,1162.6400367487383,True,0.0,0.0,False,50,-1.0,0.08202735334634781,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
9,911.7874451708349,250.11539184568252,1161.9028370165174,True,0.0,0.0,False,50,-1.0,0.1405973732471466,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
10,911.784627964731,250.11539184568252,1161.9000198104136,True,0.0,0.0,False,50,-1.0,0.1482546627521515,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
11,909.2599244955882,250.11539184568252,1159.3753163412707,True,0.0,0.0,False,50,-1.0,0.12428728491067886,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
12,912.8866789646761,250.11539184568252,1163.0020708103586,True,0.0,0.0,False,50,-1.0,1.93581133345333e-08,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
13,911.7378869800796,250.11539184568252,1161.8532788257621,True,0.0,0.0,False,50,-1.0,0.025552311912178993,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
14,912.2644288814938,250.11539184568252,1162.3798207271764,True,0.0,0.0,False,50,-1.0,0.02787626162171364,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
15,908.508199231405,250.11539184568252,1158.6235910770874,True,0.0,0.0,False,50,-1.0,0.23878832161426544,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
16,910.5361906902532,250.11539184568252,1160.6515825359356,True,0.0,0.0,False,50,-1.0,0.1402856707572937,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
17,908.1537271848306,250.11539184568252,1158.2691190305131,True,0.0,0.0,False,50,-1.0,0.2011064738035202,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
18,910.6887304808181,250.11539184568252,1160.8041223265006,True,0.0,0.0,False,50,-1.0,0.1880512833595276,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
19,910.0411978181976,250.11539184568252,1160.1565896638801,True,0.0,0.0,False,50,-1.0,0.12384786456823349,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
20,910.9187772801461,250.11539184568252,1161.0341691258286,True,0.0,0.0,False,50,-1.0,0.02076650597155094,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
21,909.6785760506425,250.11539184568252,1159.793967896325,True,0.0,0.0,False,50,-1.0,0.1696062684059143,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
22,908.7711647741514,250.11539184568252,1158.886556619834,True,0.0,0.0,False,50,-1.0,0.13171885907649994,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
23,911.320528182812,250.11539184568252,1161.4359200284946,True,0.0,0.0,False,50,-1.0,0.26477062702178955,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
24,910.8280152362859,250.11539184568252,1160.9434070819684,True,0.0,0.0,False,50,-1.0,0.07885737717151642,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
25,909.9526209532555,250.11539184568252,1160.068012798938,True,0.0,0.0,False,50,-1.0,0.04941936954855919,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
26,910.8753329886401,250.11539184568252,1160.9907248343227,True,0.0,0.0,False,50,-1.0,0.15847839415073395,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
27,909.5871757622845,250.11539184568252,1159.702567607967,True,0.0,0.0,False,50,-1.0,0.22121895849704742,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
28,911.6906524579795,250.11539184568252,1161.806044303662,True,0.0,0.0,False,50,-1.0,0.1065928190946579,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
29,913.0215536885271,250.11539184568252,1163.1369455342096,True,0.0,0.0,False,50,-1.0,0.13167017698287964,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
30,909.6488682009057,250.11539184568252,1159.764260046588,True,0.0,0.0,False,50,-1.0,0.23604361712932587,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
31,913.4856261700074,250.11539184568252,1163.60101801569,True,0.0,0.0,False,50,-1.0,0.025771431624889374,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
32,910.759997013527,250.11539184568252,1160.8753888592096,True,0.0,0.0,False,50,-1.0,0.06763169914484024,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
33,910.2085298257971,250.11539184568252,1160.3239216714796,True,0.0,0.0,False,50,-1.0,0.252780020236969,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
34,909.8060707459788,250.11539184568252,1159.9214625916613,True,0.0,0.0,False,50,-1.0,0.21990081667900085,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
35,911.0714515093271,250.11539184568252,1161.1868433550096,True,0.0,0.0,False,50,-1.0,0.08928833901882172,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
36,910.5560691677861,250.11539184568252,1160.6714610134686,True,0.0,0.0,False,50,-1.0,0.13173417747020721,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
37,909.5929323832088,250.11539184568252,1159.7083242288913,True,0.0,0.0,False,50,-1.0,0.2647686302661896,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
38,910.2587408445881,250.11539184568252,1160.3741326902707,True,0.0,0.0,False,50,-1.0,0.06863824278116226,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
39,913.2879541148334,250.11539184568252,1163.403345960516,True,0.0,0.0,False,50,-1.0,0.08630774170160294,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
40,913.108220002986,250.11539184568252,1163.2236118486685,True,0.0,0.0,False,50,-1.0,0.0025686619337648153,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
41,912.2596955514246,250.11539184568252,1162.375087397107,True,0.0,0.0,False,50,-1.0,0.09611272066831589,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
42,913.1803243882123,250.11539184568252,1163.2957162338948,True,0.0,0.0,False,50,-1.0,0.035297755151987076,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
43,910.721438482566,250.11539184568252,1160.8368303282484,True,0.0,0.0,False,50,-1.0,0.09554243832826614,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
44,908.3404596005308,250.11539184568252,1158.4558514462133,True,0.0,0.0,False,50,-1.0,0.0613730251789093,0.15000000596046448,0.949999988079071,16.88500019013882,482.29999101161957,0.9600000083446503,5.324999958276749
