episode,step,stage,stage_index,success,contact,jamming,Kx,Ky,Kz,Krx,Kry,Krz,Dx,Dy,Dz,Drx,Dry,Drz,internal_force_N,grasp_capacity_N,grasp_load_N,grasp_margin_N,Fx,Fy,Fz,Tx,Ty,Tz,peg1_lateral_error,peg2_lateral_error,peg1_depth,peg2_depth,relative_position_error,relative_orientation_error,agent1_action,impedance_action
20260831,10,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003445517737418413, 0.09003525227308273, -0.3045419156551361, -0.4950549900531769, -0.021311378106474876, -0.0008384871180169284]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,11,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003412392223253846, 0.08882635086774826, -0.3058304488658905, -0.48801618814468384, -0.02111116424202919, -0.0008212444954551756]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,12,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003423658898100257, 0.08253055065870285, -0.31608542799949646, -0.4539756774902344, -0.021016543731093407, -0.0007682379800826311]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,13,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0034685912542045116, 0.07120492309331894, -0.3351925313472748, -0.392692506313324, -0.020972823724150658, -0.0006772306514903903]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,14,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003541331272572279, 0.055013738572597504, -0.363224059343338, -0.3039547801017761, -0.020953582599759102, -0.0005469400202855468]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,15,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003623456694185734, 0.037391699850559235, -0.37663379311561584, -0.2065037488937378, -0.02094750851392746, -0.0004044025845360011]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,16,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0036811421159654856, 0.025279615074396133, -0.35830485820770264, -0.1400480717420578, -0.02094961330294609, -0.0003073693660553545]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,17,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0037250767927616835, 0.016070695593953133, -0.3455048203468323, -0.0900031328201294, -0.02095128409564495, -0.00023428935674019158]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,18,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0037548858672380447, 0.009818156249821186, -0.3377828299999237, -0.05641186982393265, -0.020952200517058372, -0.00018524430925026536]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,19,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003770008683204651, 0.006647338625043631, -0.33400487899780273, -0.03966118022799492, -0.020952679216861725, -0.00016080201021395624]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,20,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0037701569963246584, 0.006621906533837318, -0.3336063325405121, -0.03994041308760643, -0.020952848717570305, -0.00016123747627716511]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,21,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0037552134599536657, 0.00976732186973095, -0.3363345265388489, -0.057359494268894196, -0.020952725782990456, -0.00018670900317374617]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,22,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0037251762114465237, 0.016084494069218636, -0.3421010375022888, -0.09201496094465256, -0.020952261984348297, -0.00023735532886348665]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,23,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.00368013558909297, 0.025555677711963654, -0.3509112298488617, -0.1440209448337555, -0.02095136046409607, -0.000313340948196128]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,24,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003620266215875745, 0.03814635053277016, -0.3628309667110443, -0.21352343261241913, -0.020949892699718475, -0.00041487705311737955]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,25,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035516894422471523, 0.05248694494366646, -0.37243011593818665, -0.29285717010498047, -0.020945558324456215, -0.0005307580577209592]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,26,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003519761376082897, 0.05898243188858032, -0.35999760031700134, -0.32778459787368774, -0.02093867026269436, -0.0005816883640363812]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,27,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003512892872095108, 0.060306910425424576, -0.35561874508857727, -0.3344130218029022, -0.020935378968715668, -0.000591305666603148]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,28,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003529578447341919, 0.05673792213201523, -0.3609447479248047, -0.31413617730140686, -0.020934484899044037, -0.0005616326234303415]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,29,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035697645507752895, 0.048255085945129395, -0.3755784332752228, -0.2665407061576843, -0.0209350548684597, -0.000492046819999814]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,30,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003601091681048274, 0.04182743653655052, -0.37048983573913574, -0.23139645159244537, -0.020940424874424934, -0.00044083711691200733]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,31,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0036157777067273855, 0.03886396065354347, -0.36539724469184875, -0.21540245413780212, -0.020944105461239815, -0.0004175558569841087]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,32,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0036154617555439472, 0.03900854289531708, -0.364431232213974, -0.21662285923957825, -0.020946133881807327, -0.0004193985369056463]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,33,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035999028477817774, 0.04230411350727081, -0.3671056032180786, -0.2352810651063919, -0.020946290343999863, -0.0004466961254365742]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,34,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035692036617547274, 0.04876556247472763, -0.37314853072166443, -0.2715610861778259, -0.02094549499452114, -0.0004997315700165927]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,35,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035565216094255447, 0.05124439299106598, -0.3710903823375702, -0.28447282314300537, -0.020940018817782402, -0.0005185100599192083]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,36,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003567068837583065, 0.04893965274095535, -0.3738166093826294, -0.2711890935897827, -0.020938245579600334, -0.0004990640445612371]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,37,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003569432534277439, 0.048480380326509476, -0.37322327494621277, -0.2689456343650818, -0.020939365029335022, -0.0004958352656103671]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,38,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.00356774078682065, 0.048765070736408234, -0.37288379669189453, -0.27054736018180847, -0.02093743532896042, -0.0004981422680430114]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,39,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035667724441736937, 0.04893128573894501, -0.3727147579193115, -0.27146416902542114, -0.020936427637934685, -0.0004994639311917126]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,40,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035663216840475798, 0.04900801181793213, -0.37263575196266174, -0.27188625931739807, -0.020935943350195885, -0.0005000719684176147]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,41,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003566117724403739, 0.049042243510484695, -0.3725993037223816, -0.27207452058792114, -0.02093571238219738, -0.000500342866871506]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,42,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035660257562994957, 0.049057431519031525, -0.37258246541023254, -0.2721579968929291, -0.020935600623488426, -0.0005004628328606486]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,43,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035659843124449253, 0.04906415939331055, -0.37257471680641174, -0.2721950113773346, -0.020935548469424248, -0.0005005159182474017]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,44,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035659654531627893, 0.049067139625549316, -0.37257111072540283, -0.2722114026546478, -0.02093552239239216, -0.0005005393759347498]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,45,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003565957071259618, 0.04906845837831497, -0.3725694715976715, -0.27221864461898804, -0.020935509353876114, -0.0005005497368983924]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,46,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035659531131386757, 0.04906904324889183, -0.37256869673728943, -0.2722218632698059, -0.020935503765940666, -0.0005005542770959437]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,47,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.00356595148332417, 0.04906930401921272, -0.3725683391094208, -0.2722232937812805, -0.020935501903295517, -0.0005005563143640757]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,48,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.0035659505520015955, 0.049069419503211975, -0.37256819009780884, -0.27222391963005066, -0.020935500040650368, -0.0005005571874789894]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,49,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003565950319170952, 0.049069467931985855, -0.3725681006908417, -0.27222418785095215, -0.020935500040650368, -0.0005005575949326158]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
20260831,50,INITIALIZATION,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.003565950086340308, 0.049069490283727646, -0.3725680708885193, -0.2722243070602417, -0.020935500040650368, -0.0005005577113479376]","[0.5, 0.6499999761581421, 0.6499999761581421, 0.8500000238418579, 0.8999999761581421, 0.8999999761581421, 0.6499999761581421]"
