episode,reward_agent1,reward_agent2,reward_total,success,peak_force_N,peak_torque_Nm,jamming,steps,action1_min,action1_max,action2_min,action2_max,kp_min,kp_max,kd_min,kd_max,curriculum,mean_depth_m,min_depth_m,mean_lateral_error_m,max_lateral_error_m,orientation_error_deg,mean_force_all_steps_N,failure_reason
0,2507.178971680888,499.21249486898427,3006.3914665498723,True,0.0,0.0,False,187,-1.0,0.8298424482345581,0.48003432154655457,0.9184002876281738,1.0,233.75115871429443,1.0,45.27807533740997,easy,0.07412953958911267,0.074070078146138,0.000857379978535477,0.0009930164449977296,1.1007999136177755,0.0,success
1,-204.4218011086628,-2.3749641390819365,-206.79676524774473,False,0.0,0.0,False,1600,-1.0,0.3756621181964874,0.4743972718715668,0.9190831780433655,1.0,215.3413450717926,1.0,45.4484960436821,easy,0.0,0.0,0.00611741391326105,0.006240332399860057,0.6376207288469693,0.0,contact_alignment
2,2609.6160638967,497.6435382181302,3107.25960211483,True,27.995561498852616,0.0,False,190,-1.0,0.15829409658908844,0.47953736782073975,0.9212340712547302,1.0,234.31654334068298,1.0,45.34693330526352,easy,0.07459831381710322,0.07453263182143961,0.0005003234563295963,0.0005076862122544752,1.1682992508469838,0.14734506052027693,success
3,3101.2089517154263,499.20695376965074,3600.415905485077,True,0.0,0.0,False,204,-1.0,1.0,0.48664817214012146,0.9180283546447754,1.0,233.2645308971405,1.0,45.22101670503616,easy,0.06468619321885932,0.06468253342308164,0.000816759140177778,0.0008276914665913209,0.4967763118797361,0.0,success
4,-259.2621480403137,-2.376542396442802,-261.6386904367565,False,0.0,0.0,False,1600,-1.0,0.21373167634010315,0.48000308871269226,0.924913763999939,1.0,217.02031254768372,1.0,45.53470462560654,easy,0.0,0.0,0.0076858864002209365,0.007777884079564704,0.8212305098601566,0.0,contact_alignment
5,2968.4020026414128,499.1945955148317,3467.5965981562445,True,0.0,0.0,False,200,-1.0,0.886477530002594,0.48323747515678406,0.9192924499511719,1.0,233.54183793067932,1.0,45.21423041820526,easy,0.0715054853330795,0.07149944924010923,0.0006308600536009109,0.0008329592911747759,0.894763678372527,0.0,success
6,-271.1854383958208,-2.3407984820629357,-273.5262368778838,False,0.0,0.0,False,1600,-1.0,0.7093169689178467,0.4783235192298889,0.9217366576194763,1.0,215.24276733398438,1.0,45.475693345069885,easy,0.0,0.0,0.007986211617324481,0.008001179911243033,0.8316346835957723,0.0,contact_alignment
7,-281.02641057166306,-2.3458958778608863,-283.37230644952393,False,0.0,0.0,False,1600,-1.0,0.34849363565444946,0.4773796498775482,0.9229080677032471,1.0,215.74546575546265,1.0,45.46482652425766,easy,0.0,0.0,0.00829469324202739,0.008435077944052856,0.8835873336582709,0.0,contact_alignment
8,3384.0157254372275,499.1873901614486,3883.203115598676,True,0.0,0.0,False,212,-1.0,0.9819103479385376,0.48206549882888794,0.9196121096611023,1.0,233.99328708648682,1.0,45.24795323610306,easy,0.063404369103049,0.06320445444268272,0.0007564326095584619,0.0008376076747651079,0.3014423198814028,0.0,success
9,-249.30232163420249,-2.354538545571091,-251.6568601797736,False,0.0,0.0,False,1600,-1.0,0.37588831782341003,0.48030179738998413,0.9271426796913147,1.0,215.96434831619263,1.0,45.42452812194824,easy,0.0,0.0,0.0074134104079821754,0.007458951501725118,0.7995572301257019,0.0,contact_alignment
10,3123.968008765315,499.1987143406347,3623.1667231059496,True,0.0,0.0,False,204,-1.0,1.0,0.4848010838031769,0.9172362089157104,1.0,234.2698037624359,1.0,45.18054097890854,easy,0.06594314553051903,0.06594180473645203,0.0007934411010515757,0.0007940902126814274,0.549040120169713,0.0,success
11,3439.753856116557,499.1813564963974,3938.9352126129543,True,0.0,0.0,False,214,-1.0,0.9812742471694946,0.4839344918727875,0.9203593134880066,1.0,233.36098551750183,1.0,45.09721964597702,easy,0.05876066312535143,0.05872372307496271,0.0006331055154160418,0.0008128036392315682,0.1640237493628015,0.0,success
12,3189.2990601140987,499.19770163790776,3688.4967617520065,True,0.0,0.0,False,206,-1.0,1.0,0.4806557297706604,0.9218052625656128,1.0,231.5320360660553,1.0,45.13521492481232,easy,0.06455066003569795,0.06452747015220427,0.0008731071566360612,0.0008974831093895834,0.44997326122097336,0.0,success
13,3189.975219678363,499.2093045284196,3689.1845242067825,True,0.0,0.0,False,205,-1.0,0.977225124835968,0.48014166951179504,0.9188581705093384,1.0,232.61473298072815,1.0,45.216975808143616,easy,0.06717831689127124,0.0671563103682418,0.0006143461765142353,0.0007118689775502426,0.567703045219061,0.0,success
14,1703.598414142632,499.239714337728,2202.83812848036,True,0.0,0.0,False,166,-1.0,0.35453665256500244,0.4863983392715454,0.9222418665885925,1.0,231.41517162322998,1.0,45.234459936618805,easy,0.07380050304369602,0.07371318809320929,0.0006231891370170013,0.0007192169727652836,1.3790885643771362,0.0,success
15,3958.582495575455,499.1580085874899,4457.740504162945,True,0.0,0.0,False,238,-1.0,1.0,0.48469606041908264,0.9195553064346313,1.0,232.3443841934204,1.0,45.176854729652405,easy,0.04823097392588929,0.04814278132778933,0.0006417862348451994,0.0007256324468645025,0.47266035426349623,0.0,success
16,-216.98920314308634,-2.3364137213450347,-219.32561686443137,False,0.0,0.0,False,1600,-1.0,0.6637412309646606,0.4811541438102722,0.9239909648895264,1.0,215.63441276550293,1.0,45.28910279273987,easy,0.0,0.0,0.00645336000179841,0.006505881253234174,0.6991469833721639,0.0,contact_alignment
17,2656.6603938787207,499.21892313700397,3155.8793170157246,True,0.0,0.0,False,191,-1.0,0.9929092526435852,0.48316776752471924,0.9197394251823425,1.0,232.74901628494263,1.0,45.492338836193085,easy,0.07072636799718054,0.07069225415981638,0.0005960754028406768,0.0007368425035043909,0.9074888098435122,0.0,success
18,3112.9187714213167,499.1948615989941,3612.1136330203108,True,0.0,0.0,False,211,-1.0,1.0,0.4839151203632355,0.923753023147583,1.0,233.66437435150146,1.0,45.440005362033844,easy,0.06293407183210725,0.06291729969322762,0.0007822063839158051,0.0009292241270926193,0.4009434392317047,0.0,success
19,3290.1560894542977,499.1830100640435,3789.3390995183413,True,0.0,0.0,False,209,-1.0,1.0,0.4863610863685608,0.9243805408477783,1.0,232.29611039161682,1.0,45.14362633228302,easy,0.06229824154906721,0.062152528748759345,0.0007140494698302784,0.0007976045152779263,0.393073186924722,0.0,success
